2903, 2, 8099, 9219300
2311, 5, 9631, 9060600
1992, 4, 2235, 9796800
1703, 5, 8930, 9124500
104, 5, 1892, 9812400
1916, 3, 8478, 9171500
1057, 3, 5578, 9453000
1812, 1, 8065, 9211800
2199, 3, 1121, 9910200
1704, 2, 9014, 9115900
417, 1, 3269, 9677400
1782, 5, 3652, 9653200
625, 3, 3821, 9624500
1806, 3, 6738, 9344400
1290, 4, 1736, 9839600
2004, 1, 8637, 9156600
356, 2, 1374, 9866400
1045, 1, 9068, 9103700
1921, 5, 6115, 9408400
841, 3, 6985, 9310200
1127, 1, 8466, 9164800
2048, 5, 628, 9958200
2515, 3, 619, 9963400
2681, 4, 3682, 9658900
2847, 2, 892, 9939400
536, 3, 5787, 9426700
1774, 5, 8885, 9129800
2231, 3, 7156, 9307100
1457, 1, 3922, 9622400
1297, 5, 5992, 9414500
1445, 4, 917, 9923000
1415, 5, 3321, 9682700
1898, 5, 1221, 9897400
2789, 3, 5431, 9485100
1965, 3, 8621, 9157700
2997, 1, 4311, 9599000
440, 1, 5397, 9464900
1361, 2, 9713, 9042300
339, 3, 1778, 9825800
838, 5, 5950, 9413900
2966, 4, 2356, 9794300
1510, 1, 2509, 9764400
2545, 1, 5956, 9430100
2199, 5, 9085, 9113900
2490, 3, 7784, 9246900
1416, 5, 1812, 9833300
2829, 4, 8257, 9202900
544, 3, 5440, 9461700
630, 2, 3980, 9608500
2516, 5, 9922, 9033400
2225, 5, 3427, 9679900
2541, 4, 6048, 9421000
681, 1, 1211, 9885800
2091, 5, 5369, 9484600
1092, 3, 3142, 9697000
763, 3, 6617, 9346000
1173, 4, 7121, 9299900
1814, 2, 4958, 9522600
2408, 2, 458, 9978300
2846, 3, 6906, 9338100
512, 5, 9323, 9073200
1453, 2, 8038, 9211000
1337, 1, 8558, 9157400
2048, 3, 4495, 9571200
2401, 2, 7731, 9251100
314, 5, 255, 9978000
590, 5, 4083, 9598100
959, 2, 5225, 9487400
361, 1, 7268, 9276700
814, 1, 3764, 9631900
2655, 2, 5186, 9508100
1336, 3, 8304, 9183000
585, 4, 4830, 9523100
442, 1, 8791, 9125500
549, 1, 9091, 9096400
1484, 2, 8285, 9186500
1301, 5, 7364, 9277300
2399, 3, 6369, 9387200
1106, 1, 4835, 9527500
2176, 4, 2890, 9733300
677, 1, 6125, 9394200
1590, 3, 5577, 9458600
1328, 1, 9675, 9045700
75, 4, 3114, 9689900
323, 5, 6914, 9312200
1148, 4, 354, 9976300
1367, 5, 704, 9943700
489, 4, 2499, 9755500
131, 4, 5984, 9403500
2916, 5, 762, 9953500
164, 1, 3540, 9647500
1649, 2, 1107, 9906000
94, 3, 6503, 9351000
2452, 1, 4939, 9530900
1894, 1, 927, 9926400
1377, 3, 2721, 9741700
1329, 1, 6650, 9348400
2363, 3, 861, 9937700
235, 5, 9524, 9050400
182, 1, 2016, 9800400
2946, 4, 8365, 9193400
434, 4, 2985, 9706100
1527, 4, 990, 9916600
553, 3, 7830, 9222800
301, 5, 6914, 9312100
1345, 5, 1710, 9842900
1220, 5, 4251, 9587600
1092, 3, 3470, 9664000
181, 3, 8393, 9162900
2890, 3, 9622, 9066900
1926, 1, 693, 9950100
798, 1, 2208, 9787300
2551, 5, 4509, 9575200
948, 4, 6286, 9381300
1057, 3, 2237, 9787200
995, 1, 9575, 9052600
933, 4, 76, 10002100
1511, 2, 4099, 9605200
1684, 5, 7441, 9273100
1759, 1, 4192, 9598400
1006, 3, 2057, 9804500
2762, 4, 5645, 9463700
2109, 1, 2131, 9808200
1731, 2, 5434, 9474100
679, 4, 5042, 9503000
2776, 2, 2264, 9801600
880, 3, 9212, 9087900
1899, 2, 5913, 9428000
120, 5, 1156, 9886200
1606, 5, 7030, 9313600
1235, 2, 2652, 9747300
2690, 1, 2214, 9805500
2950, 4, 8841, 9145600
753, 2, 432, 9964300
1504, 5, 492, 9966500
781, 2, 3484, 9659400
269, 2, 329, 9969800
2102, 1, 2962, 9724900
2013, 1, 1606, 9859600
1844, 5, 5850, 9433800
1837, 3, 5575, 9461100
2811, 4, 2617, 9766900
2680, 4, 9743, 9052800
1357, 4, 5317, 9482200
1145, 1, 3415, 9670000
2412, 2, 6875, 9336700
1855, 4, 787, 9940200
1694, 2, 637, 9953400
2751, 2, 784, 9949200
2709, 1, 7277, 9299500
2012, 1, 7906, 9229600
2207, 1, 2351, 9786900
2494, 3, 4956, 9529600
2365, 4, 9686, 9055400
1156, 5, 6194, 9392800
2487, 1, 5669, 9458100
1695, 3, 7262, 9291000
314, 4, 5844, 9419000
2675, 5, 5505, 9476600
2068, 3, 4917, 9529300
778, 3, 640, 9943800
525, 5, 6531, 9352900
1729, 5, 3631, 9654700
644, 4, 6694, 9337600
2260, 4, 6787, 9344400
2259, 2, 6449, 9377600
1206, 4, 5690, 9443300
2319, 5, 7980, 9225700
987, 5, 1019, 9908500
2211, 1, 5294, 9492700
2896, 5, 6537, 9375900
1518, 5, 8702, 9145500
2506, 5, 5301, 9495400
1222, 4, 5604, 9452100
855, 2, 9029, 9105800
1687, 1, 5076, 9509300
955, 2, 4058, 9604000
2223, 3, 5775, 9444900
2802, 2, 2366, 9791500
1133, 2, 6095, 9401900
290, 1, 3837, 9619400
629, 5, 6340, 9372700
2291, 2, 9666, 9056500
1880, 2, 8745, 9144500
978, 4, 3921, 9618000
1086, 1, 5527, 9458200
932, 2, 9152, 9094100
575, 4, 8092, 9196900
2441, 3, 2573, 9767400
2119, 2, 795, 9942000
861, 3, 2698, 9739100
2248, 4, 6527, 9370100
423, 1, 4209, 9583500
1054, 5, 3604, 9650800
2118, 3, 2656, 9755600
2252, 4, 2564, 9766700
138, 4, 4527, 9549000
1447, 4, 3992, 9615600
963, 4, 7525, 9257300
104, 3, 6441, 9357300
414, 3, 5576, 9446700
2849, 4, 724, 9956500
1999, 3, 2098, 9810500
1346, 3, 8016, 9211900
2147, 5, 6905, 9331300
154, 5, 8877, 9114200
632, 2, 4729, 9533600
870, 1, 5835, 9425300
2209, 3, 5574, 9464900
2454, 5, 6332, 9392000
140, 2, 8917, 9109800
1293, 3, 2642, 9748900
2401, 4, 7122, 9312100
1047, 3, 7593, 9251600
2507, 2, 8270, 9198400
164, 3, 5402, 9461700
566, 2, 8371, 9168600
1175, 4, 3786, 9633500
1006, 4, 9632, 9047100
2269, 3, 7272, 9295700
983, 2, 6376, 9372500
1795, 1, 5920, 9425900
1166, 5, 8176, 9194800
1514, 1, 3684, 9646900
1274, 5, 7166, 9296600
2616, 4, 2467, 9779700
2905, 5, 5746, 9454900
365, 2, 4773, 9526400
1652, 2, 528, 9963700
2808, 4, 7464, 9281900
722, 2, 8865, 9120900
1454, 1, 9157, 9098800
472, 2, 6848, 9319900
446, 1, 6788, 9325700
2701, 5, 2561, 9771600
1689, 5, 7993, 9218300
1519, 4, 5628, 9452700
717, 1, 7868, 9220400
871, 2, 7840, 9224700
1036, 4, 926, 9918200
1730, 3, 9750, 9042700
931, 4, 5018, 9507900
673, 1, 729, 9933700
1521, 3, 5921, 9423200
634, 2, 8614, 9144900
2163, 3, 5258, 9496000
1401, 5, 8914, 9123100
892, 4, 2691, 9740200
2154, 4, 7878, 9233900
2848, 3, 7812, 9247700
1604, 5, 8732, 9143300
845, 1, 2858, 9722600
1049, 1, 9647, 9045800
2221, 5, 3878, 9634900
709, 2, 1399, 9867200
231, 2, 6771, 9325300
2707, 5, 1566, 9871100
1387, 5, 526, 9961700
1826, 3, 2554, 9763000
2732, 1, 5884, 9438900
2993, 3, 3673, 9663000
120, 1, 2507, 9750700
1148, 3, 4799, 9531700
496, 5, 2385, 9767200
2692, 4, 3318, 9695400
2278, 2, 9048, 9118100
1006, 5, 3819, 9628800
1257, 2, 8089, 9204000
751, 4, 3124, 9695600
1866, 4, 9376, 9081600
961, 4, 6144, 9395700
1594, 4, 497, 9966700
2464, 1, 3192, 9705400
944, 4, 4194, 9590200
1003, 1, 3726, 9637400
1659, 3, 23, 10014500
1744, 5, 7553, 9262800
700, 1, 4625, 9544700
521, 1, 852, 9919900
1669, 5, 7296, 9287800
2013, 3, 417, 9978600
1365, 2, 6273, 9386700
2033, 4, 7545, 9266300
1389, 3, 9439, 9070200
507, 1, 577, 9947600
922, 5, 9998, 9009800
149, 1, 9436, 9058100
1789, 2, 5469, 9471200
2518, 4, 2894, 9736200
541, 3, 5895, 9416200
2384, 3, 4580, 9566000
2990, 1, 5939, 9436000
2626, 1, 2334, 9793100
1924, 5, 9954, 9024300
1480, 1, 5452, 9469800
77, 1, 5728, 9427900
338, 1, 4785, 9524800
2181, 3, 2188, 9803100
2722, 3, 8791, 9148200
2386, 3, 3474, 9676900
1762, 3, 1245, 9893400
68, 4, 6998, 9301400
791, 2, 8209, 9187000
1139, 1, 3499, 9661700
1138, 5, 7458, 9266100
2037, 5, 4247, 9596200
442, 3, 3622, 9642400
1415, 4, 6428, 9371700
2113, 3, 6962, 9325000
2794, 5, 9749, 9053600
1651, 4, 6913, 9325800
1894, 4, 5315, 9487900
583, 2, 6748, 9331200
1729, 5, 9196, 9098400
2840, 2, 2199, 9808500
1073, 2, 7194, 9291400
2258, 3, 637, 9959000
1154, 3, 2960, 9715800
1427, 4, 7241, 9290600
2415, 4, 4111, 9613300
2032, 1, 2711, 9749100
1557, 4, 986, 9917400
1737, 2, 3896, 9628100
273, 3, 6354, 9367600
1673, 2, 7326, 9284200
1107, 1, 7605, 9250600
1173, 4, 1761, 9835900
2693, 5, 6500, 9377600
2735, 1, 3869, 9640600
1860, 5, 3948, 9624300
1375, 4, 2556, 9758400
675, 3, 889, 9918100
1857, 5, 9019, 9117400
2631, 4, 8042, 9222600
1578, 5, 1309, 9885400
1172, 2, 697, 9942300
1652, 2, 1434, 9873300
2576, 5, 9632, 9063100
1362, 2, 1863, 9827600
328, 2, 6790, 9324400
221, 5, 7579, 9245000
2557, 1, 8622, 9163600
2266, 3, 9275, 9095300
1044, 3, 2461, 9764700
847, 5, 2999, 9709100
603, 2, 5501, 9456200
406, 2, 6783, 9325900
1206, 4, 2585, 9754000
308, 2, 5984, 9404800
543, 2, 7089, 9296700
513, 4, 6973, 9308300
821, 4, 4165, 9592200
434, 3, 8492, 9155200
734, 3, 5329, 9474600
485, 3, 2401, 9764900
411, 5, 3204, 9684100
2614, 2, 6307, 9395700
407, 2, 8016, 9202400
134, 3, 1292, 9872300
2806, 1, 3748, 9653300
860, 1, 3622, 9646500
2558, 1, 507, 9974800
2129, 4, 4944, 9527400
359, 5, 5739, 9430300
446, 2, 5329, 9471600
2850, 4, 5516, 9477300
1759, 4, 9631, 9054800
145, 2, 3085, 9692900
2648, 4, 1428, 9884000
917, 5, 8972, 9112700
634, 2, 6593, 9347200
385, 3, 1287, 9875400
2305, 3, 1060, 9917400
1155, 5, 4662, 9546000
756, 4, 1288, 9879100
1834, 3, 2037, 9814900
2347, 1, 2912, 9732300
642, 3, 7781, 9228400
2543, 1, 2342, 9791200
159, 1, 789, 9922700
555, 2, 312, 9974300
1272, 4, 2988, 9714300
2949, 3, 8054, 9224200
437, 5, 8999, 9105000
1850, 2, 4437, 9575000
266, 2, 207, 9981900
1957, 5, 2138, 9806300
2811, 1, 6942, 9334100
1143, 2, 2070, 9804500
76, 2, 4820, 9519000
1536, 1, 7959, 9219700
1801, 5, 1239, 9894600
2809, 5, 8467, 9181800
1018, 3, 1284, 9881800
180, 3, 382, 9963900
599, 5, 3775, 9628900
2515, 2, 4495, 9576000
2645, 4, 4686, 9558400
2358, 2, 7654, 9258200
1443, 3, 6441, 9370700
491, 4, 1279, 9877200
1487, 4, 9949, 9020300
2829, 1, 5294, 9499100
1295, 1, 8417, 9171200
2549, 1, 6093, 9416300
1490, 3, 2952, 9719700
1461, 1, 3593, 9655500
710, 5, 6222, 9385600
1473, 2, 9531, 9061900
1595, 5, 4365, 9580000
1953, 1, 7228, 9296900
926, 2, 8130, 9196200
237, 4, 9179, 9084700
2567, 5, 8041, 9222200
1944, 5, 9425, 9077700
1806, 4, 3793, 9639000
1418, 1, 8755, 9138700
2501, 2, 2069, 9818100
2587, 3, 8607, 9165400
1447, 3, 742, 9940400
768, 2, 3867, 9621200
909, 2, 7447, 9264600
1631, 4, 4017, 9615000
2837, 3, 857, 9943000
600, 1, 1567, 9849500
321, 3, 8169, 9186500
2555, 1, 1717, 9853800
1218, 5, 3411, 9671700
132, 1, 3387, 9662900
1430, 3, 1456, 9868800
1904, 1, 7182, 9300900
1960, 1, 7055, 9314200
424, 2, 1298, 9874400
292, 5, 604, 9943200
2373, 3, 9671, 9057000
354, 1, 7621, 9241300
667, 5, 8371, 9170000
2234, 3, 7606, 9262000
2621, 3, 415, 9984800
1496, 4, 184, 9997100
1494, 3, 6331, 9382300
833, 4, 6579, 9350900
745, 2, 827, 9925000
1936, 5, 3079, 9711900
2744, 2, 3349, 9692700
1473, 5, 8645, 9150700
987, 1, 3006, 9709400
1651, 2, 9125, 9104100
2527, 4, 9241, 9101600
1885, 2, 2286, 9790400
2269, 1, 957, 9927100
327, 2, 8701, 9133200
806, 1, 6031, 9405100
2112, 3, 7477, 9273500
1716, 1, 1098, 9907400
1015, 3, 1158, 9894600
144, 5, 1861, 9816000
2002, 1, 6656, 9354500
853, 4, 7669, 9241800
1705, 5, 8895, 9128000
490, 3, 235, 9981500
1973, 3, 5925, 9427600
2584, 5, 4669, 9559400
1584, 3, 6713, 9345000
2354, 2, 704, 9953400
2836, 5, 7601, 9268800
1690, 3, 8124, 9204800
1784, 3, 7860, 9232000
2490, 3, 5550, 9470300
1033, 3, 1813, 9829500
1604, 2, 207, 9995300
2080, 2, 4965, 9524200
2951, 4, 8508, 9179300
2703, 1, 4096, 9617400
1755, 4, 2675, 9750200
2280, 1, 599, 9962800
960, 4, 8282, 9181900
1127, 5, 6787, 9333300
1351, 1, 5721, 9441400
2483, 3, 1967, 9828400
2241, 3, 9444, 9078100
2954, 2, 6284, 9401200
2179, 4, 3935, 9628900
2537, 5, 1757, 9850200
1095, 2, 186, 9992700
1262, 1, 3680, 9644800
2842, 2, 493, 9979300
378, 2, 3730, 9631000
774, 3, 5744, 9433600
1045, 2, 1747, 9835900
1241, 4, 7108, 9302000
218, 1, 3544, 9647900
413, 4, 1275, 9877000
965, 4, 1807, 9829400
1132, 4, 5591, 9452600
2593, 5, 6303, 9396200
2616, 1, 9059, 9120500
467, 1, 1200, 9884900
1598, 3, 3104, 9705900
2384, 3, 4952, 9528800
2200, 5, 9166, 9105900
483, 4, 6168, 9388400
2196, 4, 807, 9941600
1588, 1, 7070, 9308800
595, 4, 2734, 9732700
2015, 3, 2505, 9770000
1525, 1, 3924, 9623100
1840, 3, 3826, 9636200
2870, 4, 6506, 9378700
2150, 2, 9994, 9022400
1850, 2, 8745, 9144000
1398, 3, 2548, 9759500
2472, 4, 1829, 9842200
1922, 1, 3819, 9637300
385, 2, 348, 9969200
925, 2, 9107, 9098600
2217, 2, 7283, 9294100
2791, 5, 2397, 9788600
2155, 3, 3829, 9638800
2466, 4, 1048, 9920200
1310, 2, 7867, 9226400
606, 2, 9330, 9073100
75, 4, 6632, 9337900
1023, 4, 405, 9969900
880, 4, 1493, 9860000
2940, 5, 2527, 9777400
700, 2, 710, 9936200
1551, 2, 7038, 9312000
1148, 4, 8964, 9115300
2550, 3, 9505, 9075300
2267, 4, 7360, 9287200
1465, 2, 2632, 9751700
316, 3, 32, 10000400
2753, 5, 8967, 9131300
2077, 4, 2728, 9748500
704, 2, 360, 9971000
2183, 2, 2161, 9805900
1704, 3, 265, 9990800
1509, 4, 2234, 9792000
1429, 3, 1860, 9828300
2467, 3, 6721, 9352800
1627, 4, 5878, 9429000
2093, 4, 7602, 9261100
1629, 5, 2207, 9796300
1489, 5, 7888, 9226800
2485, 4, 5142, 9510900
240, 2, 5043, 9498300
2715, 4, 8017, 9225700
2647, 2, 339, 9992900
2285, 2, 405, 9982400
2885, 5, 5231, 9506200
2778, 1, 5231, 9504900
667, 3, 536, 9953400
236, 3, 1520, 9850500
1211, 4, 6382, 9374200
2379, 3, 4597, 9564200
137, 3, 1151, 9886700
1931, 5, 6982, 9321600
1147, 3, 4678, 9543800
1417, 3, 3267, 9687800
1072, 2, 4296, 9581100
1806, 4, 4611, 9557400
1403, 2, 6508, 9363300
2489, 5, 2419, 9783700
1082, 5, 6470, 9364400
2943, 1, 4516, 9578000
815, 5, 8912, 9117700
1526, 4, 5664, 9449100
1468, 1, 2144, 9800300
835, 4, 8499, 9158800
1735, 5, 3663, 9651500
2901, 3, 4845, 9544600
324, 4, 4159, 9587700
1338, 4, 3466, 9667000
930, 4, 4225, 9587000
2782, 5, 8576, 9170700
1546, 4, 8997, 9116100
2432, 1, 7013, 9323100
1885, 5, 5061, 9513100
2440, 1, 4830, 9541500
2888, 1, 1226, 9906200
490, 5, 8222, 9183200
409, 2, 7291, 9275000
263, 2, 5244, 9478600
569, 1, 2905, 9715200
312, 4, 7541, 9249400
2589, 4, 4569, 9569500
2911, 5, 3033, 9726200
226, 1, 3856, 9616900
2837, 1, 8390, 9189600
2020, 5, 7115, 9309200
174, 4, 9597, 9042200
2317, 2, 9116, 9111700
1249, 3, 7914, 9221400
687, 5, 5946, 9413000
1602, 5, 7931, 9223500
1563, 4, 9812, 9034700
410, 1, 2716, 9732700
1613, 1, 8504, 9166000
2676, 1, 5986, 9428300
2675, 5, 2407, 9786400
106, 2, 2100, 9791300
1006, 5, 261, 9984700
229, 2, 37, 9998800
598, 1, 6114, 9394700
2204, 5, 5443, 9478100
1774, 5, 7312, 9287200
940, 5, 8371, 9172800
2863, 1, 9031, 9125800
2657, 4, 443, 9982800
2871, 5, 3498, 9679500
1386, 4, 8090, 9205200
2929, 2, 7119, 9317400
1542, 3, 6859, 9329700
1226, 3, 2693, 9743100
779, 3, 136, 9994500
845, 4, 1326, 9876400
2590, 4, 9031, 9123100
285, 5, 4607, 9542800
1195, 3, 3194, 9692600
2317, 1, 3089, 9714300
1468, 4, 2129, 9802000
1262, 2, 7379, 9275000
694, 4, 4777, 9529700
2944, 1, 6640, 9365500
1220, 5, 5124, 9500400
186, 4, 1312, 9871100
1874, 1, 3110, 9708000
2387, 4, 6831, 9341100
865, 4, 4647, 9544300
2180, 3, 4347, 9587400
2277, 5, 5202, 9503100
290, 1, 3539, 9648900
2677, 5, 6637, 9363700
1827, 2, 5233, 9495100
2296, 5, 3801, 9643400
128, 4, 4460, 9555800
1383, 3, 9114, 9102500
2936, 3, 1859, 9843500
826, 5, 7165, 9292300
2751, 2, 7042, 9323400
2397, 4, 5324, 9492100
2750, 2, 5049, 9522700
1555, 5, 4013, 9614900
2218, 3, 1579, 9864400
358, 4, 2257, 9778300
872, 1, 9400, 9068800
228, 4, 5452, 9457400
2003, 2, 6551, 9365100
1164, 2, 3737, 9637900
2672, 3, 7736, 9253300
2980, 2, 56, 10024300
1010, 2, 4227, 9587600
663, 5, 7554, 9251900
1167, 3, 3156, 9696400
1854, 4, 7256, 9293100
242, 1, 2889, 9713400
1417, 2, 4828, 9531500
1137, 2, 5901, 9421400
329, 2, 5089, 9494600
541, 3, 7429, 9262700
302, 1, 7757, 9227300
2878, 1, 3221, 9706700
233, 4, 9823, 9020200
476, 2, 2699, 9734800
2005, 4, 2816, 9739000
2140, 1, 4648, 9556500
339, 3, 7433, 9260200
751, 4, 6625, 9345200
545, 3, 5708, 9434900
1832, 4, 6667, 9351900
1417, 2, 9655, 9048700
2660, 1, 9915, 9035000
427, 2, 616, 9942900
2480, 4, 1557, 9869500
1062, 3, 6044, 9406400
829, 5, 6660, 9342700
312, 5, 650, 9938600
526, 2, 7704, 9234800
427, 3, 2165, 9787900
866, 1, 6956, 9313200
287, 4, 6373, 9366100
2239, 1, 6586, 9363700
1343, 5, 6245, 9389400
1547, 2, 8325, 9183200
2080, 2, 765, 9944400
944, 2, 6433, 9366300
861, 5, 4688, 9540400
1153, 3, 5175, 9494400
1995, 5, 7288, 9291900
2085, 2, 4074, 9613600
2169, 1, 242, 9997700
2714, 4, 3133, 9714200
694, 3, 9278, 9079600
2029, 1, 1855, 9835000
1232, 3, 2534, 9759300
1495, 4, 3801, 9635000
1388, 3, 6592, 9354800
873, 4, 2716, 9737400
105, 1, 4036, 9597500
155, 1, 313, 9970200
106, 4, 9957, 9005800
945, 4, 2691, 9740900
2799, 4, 6462, 9382200
1262, 1, 5054, 9507500
2514, 3, 6664, 9359000
113, 4, 4513, 9550100
1339, 5, 502, 9963900
1665, 3, 5023, 9514400
746, 1, 3244, 9683000
114, 2, 3614, 9639700
565, 2, 4526, 9553200
2232, 2, 8834, 9139000
2603, 4, 7509, 9275500
1935, 2, 124, 10007100
2803, 4, 4867, 9541700
1963, 4, 2449, 9775000
2373, 2, 5844, 9439400
2065, 1, 1672, 9853600
2662, 4, 8208, 9206300
232, 1, 4234, 9579000
1465, 4, 1081, 9907100
2092, 2, 1264, 9894700
286, 4, 5595, 9443600
450, 4, 1218, 9883100
2451, 3, 3647, 9660000
1443, 5, 5078, 9507000
2332, 3, 6664, 9357100
159, 1, 6396, 9361900
783, 2, 9781, 9030100
1180, 4, 505, 9961600
2504, 4, 534, 9972200
171, 1, 3384, 9663200
1155, 1, 5007, 9510800
556, 1, 8705, 9134900
858, 4, 137, 9995100
1374, 4, 8545, 9159600
2376, 4, 4579, 9566100
155, 4, 4484, 9553400
2305, 4, 5964, 9427100
312, 5, 135, 9990300
1267, 2, 3238, 9689000
2292, 1, 3168, 9706200
1034, 4, 9111, 9099600
1018, 3, 5396, 9470700
1135, 5, 6462, 9365500
2950, 4, 9933, 9036500
200, 2, 7769, 9225000
1016, 2, 6984, 9312000
2505, 2, 8312, 9193900
2144, 1, 3147, 9706800
2608, 5, 7902, 9236600
2800, 1, 8035, 9224400
1746, 3, 7257, 9291900
1504, 1, 5818, 9433300
1030, 2, 5277, 9482800
1338, 3, 6600, 9353600
975, 5, 2118, 9798600
1157, 1, 725, 9939200
385, 1, 5630, 9440900
2121, 3, 9870, 9034600
1127, 4, 193, 9992400
834, 1, 3753, 9632900
1713, 3, 8860, 9131200
727, 3, 5802, 9427300
1345, 5, 2430, 9771200
832, 2, 7876, 9220700
935, 2, 6569, 9352600
1641, 5, 4121, 9604700
2860, 2, 9578, 9071100
1183, 3, 6316, 9380500
1460, 5, 8795, 9135800
826, 3, 8156, 9193000
1888, 2, 7056, 9313400
2442, 2, 8292, 9195500
1360, 1, 4948, 9519100
319, 4, 1732, 9830500
1892, 2, 9274, 9091800
1940, 2, 5291, 9490400
1910, 3, 5977, 9421500
1050, 2, 6354, 9375200
2902, 4, 6907, 9338600
804, 2, 999, 9908100
1625, 5, 2094, 9807400
1413, 3, 9855, 9029000
2592, 4, 7575, 9268800
651, 5, 8139, 9193200
1497, 4, 5895, 9425900
722, 4, 7256, 9282200
204, 4, 4867, 9515700
585, 3, 2308, 9775100
732, 5, 9502, 9057500
2820, 5, 224, 10006500
1238, 4, 6458, 9366900
468, 1, 2397, 9765000
280, 1, 2708, 9732100
1417, 1, 9636, 9050500
1081, 2, 8107, 9200300
2553, 4, 4039, 9622100
1966, 1, 733, 9946500
1413, 1, 2384, 9775800
1448, 5, 4792, 9535800
1191, 5, 5488, 9463500
960, 2, 2122, 9797600
912, 3, 9505, 9058800
519, 5, 3988, 9606800
620, 4, 3690, 9637500
1152, 3, 2445, 9767400
1138, 2, 9370, 9074500
1202, 2, 8410, 9171200
2429, 5, 7372, 9287700
2673, 2, 1857, 9841200
1465, 2, 4171, 9597700
601, 1, 4804, 9525500
394, 4, 7709, 9233400
2344, 4, 2446, 9779100
461, 1, 6440, 9360900
1989, 5, 325, 9987900
1749, 3, 2667, 9751000
1639, 3, 7332, 9283200
2719, 4, 4122, 9615200
1429, 4, 1397, 9874900
1526, 2, 6242, 9391300
2991, 4, 8423, 9188000
963, 2, 9415, 9068200
2099, 1, 5261, 9494900
2456, 1, 9633, 9061400
2549, 2, 9111, 9114700
2085, 1, 8036, 9217200
2685, 1, 550, 9971800
2299, 5, 1763, 9847100
2160, 2, 1848, 9837100
2971, 3, 9843, 9045500
2613, 3, 6957, 9330800
768, 3, 8450, 9163100
2587, 5, 6167, 9409800
2998, 5, 3274, 9703300
2746, 5, 2218, 9806400
2620, 5, 236, 10003100
2821, 1, 9894, 9038800
2406, 2, 1418, 9882400
2426, 4, 4000, 9624600
844, 4, 1827, 9826000
253, 2, 1507, 9852000
1643, 5, 3105, 9706700
182, 5, 2452, 9757100
991, 1, 6326, 9377200
1453, 1, 1220, 9892600
2824, 5, 3675, 9661300
547, 5, 1424, 9863800
484, 2, 8049, 9200100
1395, 1, 7798, 9234100
274, 2, 65, 9996400
1254, 3, 7773, 9235600
906, 3, 2114, 9797900
660, 1, 2236, 9783200
411, 3, 3482, 9656200
74, 1, 7086, 9292100
2161, 1, 79, 10013900
1335, 1, 5368, 9476400
2600, 4, 9610, 9065200
1481, 5, 4726, 9542900
855, 3, 9730, 9035600
2114, 4, 4605, 9561000
419, 3, 7160, 9288600
2189, 2, 9053, 9116700
1374, 1, 669, 9947000
2435, 1, 6048, 9419700
2569, 1, 9915, 9034200
944, 3, 9645, 9045100
870, 1, 9799, 9028800
1768, 3, 3513, 9666600
2676, 3, 2763, 9750800
2720, 2, 1935, 9833700
1456, 5, 5343, 9480900
2501, 4, 4932, 9532300
2328, 5, 9284, 9095300
967, 5, 988, 9911500
446, 5, 9429, 9062100
622, 3, 4717, 9534800
1169, 3, 6407, 9371300
615, 1, 5262, 9480000
1264, 3, 7652, 9247800
451, 2, 6442, 9360300
433, 5, 8565, 9148200
2602, 3, 5297, 9496600
435, 3, 5206, 9483800
932, 1, 59, 10003300
452, 3, 1675, 9837200
